REF#,id,name,ref,is_company,customer,supplier,parent_id,type,street,street2,zip,city,country_id/id,phone,mobile,fax,email,category_id/id,website,comment
base.res_partner_cre-s059,base.res_partner_660,บริษัท เอส.เมดิคอล เอ็นเตอร์ไพรส์ จำกัด,CRE-S059,TRUE,FALSE,TRUE,,Default,1748 ซ.สุขุมวิท 78,,10270,สมุทรปราการ,base.th,0-2361-0070-9,,,,base.res_partner_category_wholesaler,,
base.res_partner_cre-s058,base.res_partner_661,บริษัท สยามแพคบรรจุภัณฑ์ จำกัด,CRE-S058,TRUE,FALSE,TRUE,,Default,88 หมู่ 3 ซ.ธนสิทธิ์ ถ.เทพารักษ์,,10540,สมุทรปราการ,base.th,0-2182-1204-6,"086-3090550,086-3142662",,,base.res_partner_category_wholesaler,,
base.res_partner_cre-s057,base.res_partner_662,บริษัท เอส.ที.ดี.แคลิเปอร์เบรค จำกัด,CRE-S057,TRUE,FALSE,TRUE,,Default,79/11-12 ซ.ทวีสิทธิ์ ถ.สาธุประดิษฐ์,ต.ทุ่งวัดดอน อ.สาทร,10120,สมุทรปราการ,base.th,0-2814-9972-4,,,,base.res_partner_category_wholesaler,,
base.res_partner_cre-s056,base.res_partner_663,บริษัท สหปลื้ม จำกัด,CRE-S056,TRUE,FALSE,TRUE,,Default,6/18 หมู่ 11 ถ.เทพารักษ์,,10540,สมุทรปราการ,base.th,0-2752-3839-41,,,,base.res_partner_category_wholesaler,,
base.res_partner_cre-s055,base.res_partner_664,ห้างหุ้นส่วนจำกัด สายเบรค อุตสาหกรรม,CRE-S055,TRUE,FALSE,TRUE,,Default,6/18 หมู่ 11 ถ.เทพารักษ์,,10540,สมุทรปราการ,base.th,0-2754-2236,"0-23940704,01-8182830",,,base.res_partner_category_wholesaler,,
base.res_partner_cre-s051,base.res_partner_665,บริษัท สำเพ็งยูนิฟอร์ม จำกัด,CRE-S051,TRUE,FALSE,TRUE,,Default,323/1-2 หมู่ 4 ถ.สายไหม,,10220,กรุงเทพ,base.th,0-2996-3395-8,,,,base.res_partner_category_wholesaler,,
base.res_partner_cre-s048,base.res_partner_666,บริษัท สยามเทค แอนด์ ดีเวลล็อป จำกัด,CRE-S048,TRUE,FALSE,TRUE,,Default,16/60 ถ.ติวานนท์,ต.บางพูด อ.ปากเกร็ด,11120,นนทบุรี,base.th,0-2582-2285,,,,base.res_partner_category_wholesaler,,
base.res_partner_cre-s047,base.res_partner_667,บริษัท สีมาโลหะภัณฑ์ จำกัด,CRE-S047,TRUE,FALSE,TRUE,,Default,99/4 หมู่ 6 ซ.ที่ดินทอง 4 ถ.เทพารักษ์,ต.บางเมือง อ.เมือง,10270,สมุทรปราการ,base.th,0-2754-8527-8,,,,base.res_partner_category_wholesaler,,
base.res_partner_cre-s046,base.res_partner_668,บริษัท สยามพาร์ทโพรดักส์ จำกัด,CRE-S046,TRUE,FALSE,TRUE,,Default,36/141-2 ม.2 ถ.พุทธมณฑลสาย 1,ต.บางระมาด อ.เขตตลิ่งชัน,10170,กรุงเทพ,base.th,0-2423-9229,0-2423-9339,,,base.res_partner_category_wholesaler,,
base.res_partner_cre-s045,base.res_partner_669,บริษัท ซินโดมอิเลคทรอนิคส์ อินดัสตรี จำกัด,CRE-S045,TRUE,FALSE,TRUE,,Default,897/36-41 ซ.ประชาอุทิศ,,10140,กรุงเทพ,base.th,0-2872-6900,081-585-0524,,,base.res_partner_category_wholesaler,,
base.res_partner_cre-s044,base.res_partner_670,บริษัท สตาร์แปซิฟิกเทอร์มินัล จำกัด,CRE-S044,TRUE,FALSE,TRUE,,Default,60/3 หมู่ 13 ถ.บางนา-ตราด,,,สมุทรปราการ,base.th,0-2751-2008-10,,,,base.res_partner_category_wholesaler,,
base.res_partner_cre-s042,base.res_partner_671,บริษัท สยามเครื่องชั่งและวิศวกรรม จำกัด,CRE-S042,TRUE,FALSE,TRUE,,Default,117/520 หมู่ 3 ถ.เทพารักษ์ กม.10.5,ต.บางพลีใหญ่ อ.บางพลี,,สมุทรปราการ,base.th,0-2757-5006,,,,base.res_partner_category_wholesaler,,
base.res_partner_cre-s040,base.res_partner_672,บริษัท สินไพศาลซัพพลายแอนด์ทูลส์ จำกัด,CRE-S040,TRUE,FALSE,TRUE,,Default,79/6-7 หมู่ 2 ถ.สุขุมวิท,,10280,สมุทรปราการ,base.th,0-2709-0601-4,,,,base.res_partner_category_wholesaler,,
base.res_partner_cre-s038,base.res_partner_673,บริษัท สุทอง แมชชีนเนอรี่ จำกัด,CRE-S038,TRUE,FALSE,TRUE,,Default,80/57 หมู่ 1 ถ.พระราม 2,,10150,กรุงเทพ,base.th,,,,,base.res_partner_category_wholesaler,,
base.res_partner_cre-s037,base.res_partner_674,บริษัท ศุภกิจ โปรดักส์ จำกัด,CRE-S037,TRUE,FALSE,TRUE,,Default,601 หมู่ 2 ถ.สุขุมวิท เชิงสะพานสำโรงเหนือ,,10280,สมุทรปราการ,base.th,0-2323-0924-5,0-2323-2858,,,base.res_partner_category_wholesaler,,
base.res_partner_cre-s036,base.res_partner_675,บริษัท เอส.เค. ดับบลิว สตีลส์โปรดัคท์ จำกัด,CRE-S036,TRUE,FALSE,TRUE,,Default,95-7 ซ.เวิ้งนครเกษม ถ.เจริญกรุง,ต.สัมพันธวงศ์ อ.สัมพันธวงศ์,10100,กรุงเทพ,base.th,0-2225-7265-6,0-2223-5572,,,base.res_partner_category_wholesaler,,
base.res_partner_cre-s035,base.res_partner_676,บริษัท สหออโตพาร์ท อินดัสตรี จำกัด,CRE-S035,TRUE,FALSE,TRUE,,Default,33/29 ม.10 ถ.เทพารักษ์,ต.บางปลา อ.บางพลี,,สมุทรปราการ,base.th,0-2750-6281-3,0-2750-7379,,,base.res_partner_category_wholesaler,,
base.res_partner_cre-s034,base.res_partner_677,ห้างหุ้นส่วนจำกัด เอส.ที.อาร์. เฟ็กซ์โฮล,CRE-S034,TRUE,FALSE,TRUE,,Default,33/29 ม.10 ถ.เทพารักษ์,ต.บางปลา อ.บางพลี,,สมุทรปราการ,base.th,0-2992-3864,,,,base.res_partner_category_wholesaler,,
base.res_partner_cre-s033,base.res_partner_678,สภาอุตสาหกรรมแห่งประเทศไทย,CRE-S033,TRUE,FALSE,TRUE,,Default,ศูนย์การประชุมแห่งชาติสิริกิติ์ โซนซี ชั้น 4 60 ถ.รัชดาภิเษกตัดใหม่,ต.คลองเตย อ.คลองเตย,10110,กรุงเทพ,base.th,0-2229-4255 ต่อ 113,,,,base.res_partner_category_wholesaler,,
base.res_partner_cre-s031,base.res_partner_679,บริษัท เอส.ซี.เอส. ดีเวลลอปเม้นท์ จำกัด,CRE-S031,TRUE,FALSE,TRUE,,Default,54 ม.14 ถ.ตลิ่งชัน-สุพรรณบุรี,,11140,นนทบุรี,base.th,0-2924-8470,,,,base.res_partner_category_wholesaler,,
base.res_partner_cre-s030,base.res_partner_680,บริษัท ศิถี จำกัด,CRE-S030,TRUE,FALSE,TRUE,,Default,29/3 สุขุมวิท ซ.22 ถ.สุขุมวิท,ต.คลองตัน อ.คลองเตย,10110,กรุงเทพ,base.th,0-2258-3386,"0-22601531,0-22595836-7",,,base.res_partner_category_wholesaler,,
base.res_partner_cre-s029,base.res_partner_681,สำนักงาน ณรงค์การบัญชี,CRE-S029,TRUE,FALSE,TRUE,,Default,44/6-7 ตรอกโชฎึก ถ.เจริญกรุง,ต.ตลาดน้อย อ.สัมพันธวงศ์,,กรุงเทพ,base.th,0-2236-8738-46,,,,base.res_partner_category_wholesaler,,
base.res_partner_cre-s028,base.res_partner_682,บริษัท สหวิริยานิททัน จำกัด,CRE-S028,TRUE,FALSE,TRUE,,Default,249 หมู่ 1 ซ. ส.ไทยเสรี 2 ถ.สุขสวัสดิ์,ต.ในคลองบางปลากด อ.พระสมุทรเจดีย์,10290,สมุทรปราการ,base.th,0-2682-5280-4,0-2425-8967,,,base.res_partner_category_wholesaler,,
base.res_partner_cre-s026,base.res_partner_683,ห้างหุ้นส่วนจำกัด เอส.เค. สกรูน๊อต,CRE-S026,TRUE,FALSE,TRUE,,Default,111 ม.8 ต.นาดี,อ.เมือง จ.สมุทรสาคร,74000,สมุทรสาคร,base.th,034-877-502-3,"01-6275545, 06-3376953",,,base.res_partner_category_wholesaler,,
base.res_partner_cre-s025,base.res_partner_684,บริษัท เอส.เค. คอนซัมเมท จำกัด,CRE-S025,TRUE,FALSE,TRUE,,Default,51/229 หมู่ 7 ซ.วิทยุการบิน ถ.สุขุมวิท,ต.ท้ายบ้านใหม่ อ.เมือง,10280,สมุทรปราการ,base.th,0-2323-9060-4,,,,base.res_partner_category_wholesaler,,
base.res_partner_cre-s024,base.res_partner_685,เอส.วี.พี. โฟม,CRE-S024,TRUE,FALSE,TRUE,,Default,78/4 อ่อนนุช 17 แยก 16 แขวงสวนหลวง,เขตสวนหลวง,10250,กรุงเทพ,base.th,,,,,base.res_partner_category_wholesaler,,
base.res_partner_cre-s023,base.res_partner_686,บริษัท เอส.พี. อินเตอร์เพ้นท์ จำกัด,CRE-S023,TRUE,FALSE,TRUE,,Default,88 หมู่ 6,,,นครราชสีมา,base.th,0-4429-0760-1,,,,base.res_partner_category_wholesaler,,
base.res_partner_cre-s022,base.res_partner_687,เอส.ที. ออโต้พาร์ท,CRE-S022,TRUE,FALSE,TRUE,,Default,64/119 หมู่ 4 ซ.นารถสุนทร 17,,,สมุทรปราการ,base.th,0-2756-5054,,,,base.res_partner_category_wholesaler,,
base.res_partner_cre-s019,base.res_partner_688,ห้างหุ้นส่วนจำกัด สำโรงเภสัช,CRE-S019,TRUE,FALSE,TRUE,,Default,724 ถ.สุขุมวิท เชิงสะพานสำโรงเหนือ,,,สมุทรปราการ,base.th,0-2754-1825,0-2754-0851,,,base.res_partner_category_wholesaler,,
base.res_partner_cre-s017,base.res_partner_689,สมมารถ,CRE-S017,TRUE,FALSE,TRUE,,Default,,,,กรุงเทพ,base.th,,,,,base.res_partner_category_wholesaler,,
base.res_partner_cre-s016,base.res_partner_690,สยามโครเมี่ยม,CRE-S016,TRUE,FALSE,TRUE,,Default,110/159 หมู่ 4 ซ.เอกชัย 90 ถ.เอกชัย,ต.บางบอน อ.บางบอน,10150,กรุงเทพ,base.th,0-2899-6655-6,,,,base.res_partner_category_wholesaler,,
base.res_partner_cre-s015,base.res_partner_691,ศรีเมืองโลหะกิจ,CRE-S015,TRUE,FALSE,TRUE,,Default,,,,กรุงเทพ,base.th,,,,,base.res_partner_category_wholesaler,,
base.res_partner_cre-s014,base.res_partner_692,เอส.เอ็ม. เทรดดิ้ง,CRE-S014,TRUE,FALSE,TRUE,,Default,แพรกษา,,,สมุทรปราการ,base.th,,,,,base.res_partner_category_wholesaler,,
base.res_partner_cre-s013,base.res_partner_693,บริษัท แสงสหกิจเทรดดิ้ง จำกัด,CRE-S013,TRUE,FALSE,TRUE,,Default,1414 หมู่ 10 ซ.วัดด่าน ถ.สุขุมวิท,,10270,สมุทรปราการ,base.th,0-2394-2030,0-2394-2776,,,base.res_partner_category_wholesaler,,
base.res_partner_cre-s012,base.res_partner_694,บริษัท สีไทย จำกัด,CRE-S012,TRUE,FALSE,TRUE,,Default,39/12 หมู่ 1 ถ.ปทุมสายใน,,12000,ปทุมธานี,base.th,0-2872-6106,01-615-7335,,,base.res_partner_category_wholesaler,,
base.res_partner_cre-s009,base.res_partner_695,บริษัท สหมิตรเครื่องกล จำกัด ( มหาชน ),CRE-S009,TRUE,FALSE,TRUE,,Default,"42,48 ซ.โชคชัยจงเจริญ ถ.พระราม 3",ต.บางโพงพาง อ.ยานนาวา,10120,กรุงเทพ,base.th,0-2295-1000-8,,,,base.res_partner_category_wholesaler,,
base.res_partner_cre-s008,base.res_partner_696,บริษัท สินทวีธุรกิจการโลหะ จำกัด,CRE-S008,TRUE,FALSE,TRUE,,Default,109/127 หมู่ 2 ถ.เทพารักษ์ - บางบ่อ กม.26,ต.บางเสาธง อ.บางพลี,10540,สมุทรปราการ,base.th,0-2331-8108-9,,,,base.res_partner_category_wholesaler,,
base.res_partner_cre-s007,base.res_partner_697,บริษัท สยามโตชู จำกัด,CRE-S007,TRUE,FALSE,TRUE,,Default,382/1 ซ.สุขุมวิท 109 ถ.สุขุมวิท,ต.สำโรงเหนือ อ.เมือง,10270,สมุทรปราการ,base.th,0-2377-5381-7,,,,base.res_partner_category_wholesaler,,
base.res_partner_cre-s006,base.res_partner_698,บริษัท สเป็คตรัม อินดัสตรี จำกัด,CRE-S006,TRUE,FALSE,TRUE,,Default,22/13 หมู่ 9 ซ.พัฒนาสุข ถ.เทพารักษ์,,10270,สมุทรปราการ,base.th,0-2385-2103-4,,,,base.res_partner_category_wholesaler,,
base.res_partner_cre-s005,base.res_partner_699,บริษัท สตาร์เนชั่นยูนิเวอร์แซล จำกัด,CRE-S005,TRUE,FALSE,TRUE,,Default,415/11-12 ถ.มหาพฤฒาราม,,10500,กรุงเทพ,base.th,0-2236-1767,0-2235-1782,,,base.res_partner_category_wholesaler,,
base.res_partner_cre-s004,base.res_partner_700,บริษัท ศรีทอง เอ็นจิเนียริ่ง จำกัด,CRE-S004,TRUE,FALSE,TRUE,,Default,8/233-236 หมีที่ 4 ถ.พระราม 2,ต.บางมด อ.จอมทอง,10150,กรุงเทพ,base.th,0-2428-4171-8,,,,base.res_partner_category_wholesaler,,
base.res_partner_cre-s003,base.res_partner_701,บริษัท ศรีทอง เนมเพลท จำกัด,CRE-S003,TRUE,FALSE,TRUE,,Default,339 หมู่ 11 ซ. ส.ไทยเสรี 2 ถ.สุขสวัสดิ์,,10160,สมุทรปราการ,base.th,0-2425-0146-9,,,,base.res_partner_category_wholesaler,,
base.res_partner_cre-s002,base.res_partner_702,บริษัท โซย่า เพ้นท์ จำกัด,CRE-S002,TRUE,FALSE,TRUE,,Default,39 ซ.ศาลธนบุรี 17 แยก 7,,10160,กรุงเทพ,base.th,0-2420-8995-6,,,,base.res_partner_category_wholesaler,,
base.res_partner_cre-r021,base.res_partner_703,บริษัท เรืองวาสตีล จำกัด,CRE-R021,TRUE,FALSE,TRUE,,Default,,,,สมุทรสาคร,base.th,034-854333-4,081-4310866,,,base.res_partner_category_wholesaler,,
base.res_partner_cre-r016,base.res_partner_704,หจก. อาร์ เค อิควิปเมนท์,CRE-R016,TRUE,FALSE,TRUE,,Default,11/86 ซ.พหลโยธน 32 ถ.พหลโยธิน,ต.ลาดยาว อ.จตุจักร,10900,กรุงเทพ,base.th,0-2941-7050,"0-29419745,089-1154333",,,base.res_partner_category_wholesaler,,
base.res_partner_cre-r015,base.res_partner_705,บริษัท แรง-มาร์ค คอร์ป จำกัด,CRE-R015,TRUE,FALSE,TRUE,,Default,79/345-350 ชั้น 4 ถ.สาธุประดิษฐ์,ต.ช่องนนทรี อ.ยานนาวา,10120,กรุงเทพ,base.th,0-2213-2444,,,,base.res_partner_category_wholesaler,,
base.res_partner_cre-r013,base.res_partner_706,บริษัท อาร์.เอส.คอนเทนเนอร์ เดโปท์ จำกัด,CRE-R013,TRUE,FALSE,TRUE,,Default,57/603 หมู่ 15,,10260,กรุงเทพ,base.th,0-2743-6661-3,,,,base.res_partner_category_wholesaler,,
base.res_partner_cre-r012,base.res_partner_707,ห้างหุ้นส่วนจำกัด ราชาวิศวกรรมจักรกล,CRE-R012,TRUE,FALSE,TRUE,,Default,416 หมู่ 2 ถ.บางพลี-ตำหรุ,,10280,สมุทรปราการ,base.th,0-2703-6806-10,,,,base.res_partner_category_wholesaler,,
base.res_partner_cre-r011,base.res_partner_708,ห้างหุ้นส่วนจำกัด รุ่งเรืองศรีเจริญ,CRE-R011,TRUE,FALSE,TRUE,,Default,1811 หมู่ 4 ถ.สุขุมวิท,ต.เทพารักษ์ อ.เมือง,10270,สมุทรปราการ,base.th,0-2394-4803,0-2757-7673,,,base.res_partner_category_wholesaler,,
base.res_partner_cre-r010,base.res_partner_709,บริษัท รัตนกิจโลหะเจริญ จำกัด,CRE-R010,TRUE,FALSE,TRUE,,Default,502/1 หมู่ 3 ซ.สุขสวัสดิ์ 2 ถ.สุขสวัสดิ์,ต.จอมทอง อ.จอมทอง,10150,กรุงเทพ,base.th,0-2875-7597-8,,,,base.res_partner_category_wholesaler,,
base.res_partner_cre-r009,base.res_partner_710,บริษัท เรืองรวินทร์ เมทอลเซ็นเตอร์ จำกัด,CRE-R009,TRUE,FALSE,TRUE,,Default,"22/4,22/6 ถ.เทพารักษ์",,10540,สมุทรปราการ,base.th,0-2755-3344-49,,,,base.res_partner_category_wholesaler,,
base.res_partner_cre-r006,base.res_partner_711,โรงงานรวมเจริญ,CRE-R006,TRUE,FALSE,TRUE,,Default,7/3 หมู่ 5,ตำบลคอกกระบือ อำเภอเมืองสมุทรสาคร,74000,สมุทรสาคร,base.th,,,,,base.res_partner_category_wholesaler,,
base.res_partner_cre-r005,base.res_partner_712,ห้างหุ้นส่วนจำกัด อาร์.อาร์.พริ้นติ้ง,CRE-R005,TRUE,FALSE,TRUE,,Default,1922 หมู่ 4 ซ.นารายณ์ 2,,10270,สมุทรปราการ,base.th,0-2394-4432,0-2394-3757,,,base.res_partner_category_wholesaler,,
base.res_partner_cre-r004,base.res_partner_713,ห้างหุ้นส่วนจำกัด อาร์.ซี.เค. คัลเลอร์,CRE-R004,TRUE,FALSE,TRUE,,Default,27/2 หมู่ 19,,10540,สมุทรปราการ,base.th,,,,,base.res_partner_category_wholesaler,,
base.res_partner_cre-r002,base.res_partner_714,รวมชายกิจกล,CRE-R002,TRUE,FALSE,TRUE,,Default,64/44 ตรอกโปริสภา ถ.เจริญกรุง,ต.ตลาดน้อย อ.สัมพันธวงศ์,10100,กรุงเทพ,base.th,0-2235-6222,,,,base.res_partner_category_wholesaler,,
base.res_partner_cre-r001,base.res_partner_715,บริษัท โรแยลล็อกซ์ อินเตอร์เทรด จำกัด,CRE-R001,TRUE,FALSE,TRUE,,Default,52-54 หมู่ 13 ถ.สุขสวัสดิ์,,10130,สมุทรปราการ,base.th,0-2818-1188,,,,base.res_partner_category_wholesaler,,
base.res_partner_cre-p075,base.res_partner_716,บริษัท พีเอส สตีล โปรเซสซิ่ง เซ็นเตอร์ จำกัด,CRE-P075,TRUE,FALSE,TRUE,,Default,108/3 หมู่ 1 ถ.พระรามที่ 2,,74000,สมุทรปราการ,base.th,0-3481-3940-2,0-3481-3856-857,,,base.res_partner_category_wholesaler,,
base.res_partner_cre-p074,base.res_partner_717,บริษัท พี.พี. ประพันธ์ เอ็นจิเนียริ่ง จำกัด,CRE-P074,TRUE,FALSE,TRUE,,Default,268/9 ม.2 ถ.เศรษฐกิจ,ต.อ้อมน้อย อ.กระทุ่มแบน,74130,สมุทรสาคร,base.th,0-2810-9601-2,,,,base.res_partner_category_wholesaler,,
base.res_partner_cre-p073,base.res_partner_718,บริษัท พรพรหมเม็ททอล จำกัด (มหาชน),CRE-P073,TRUE,FALSE,TRUE,,Default,229 ถ.นครราชสีมา,ต.ดุสิต อ.ดุสิต,10300,กรุงเทพ,base.th,0-2628-6100,"0-26287535  ต่อ 781, 086-31001",,,base.res_partner_category_wholesaler,,
base.res_partner_cre-p072,base.res_partner_719,ห้างหุ้นส่วนจำกัด เพชรพิจิตรโฟม จำกัด,CRE-P072,TRUE,FALSE,TRUE,,Default,165/72,,10280,สมุทรปราการ,base.th,0-2710-7744,089-906-9588,,,base.res_partner_category_wholesaler,,
base.res_partner_cre-p071,base.res_partner_720,บริษัท ไพลอต โลจิสติคส์ จำกัด,CRE-P071,TRUE,FALSE,TRUE,,Default,2024/137 ถ.ริมทางรถไฟสายปากน้ำ,ต.พระโขนง อ.คลองเตย,10260,กรุงเทพ,base.th,0-2311-8000,,,,base.res_partner_category_wholesaler,,
base.res_partner_cre-p063,base.res_partner_721,บริษัท พิธี ไฮดรอลิค จำกัด,CRE-P063,TRUE,FALSE,TRUE,,Default,55/13 หมู่ 2 ซ.รามอินทรา 8 ถ.รามอินทรา,แขวงอนุสารีย์ เขตบางเขน,10220,กรุงเทพ,base.th,0-2738-8054,0-2738-8059,,,base.res_partner_category_wholesaler,,
base.res_partner_cre-p055,base.res_partner_722,พี แอนด์ พี คอมพิวเตอร์ คอมพิวเตอร์ เซอร์วิส,CRE-P055,TRUE,FALSE,TRUE,,Default,อาคารชุดแฮปปี้แลนด์ เรซิเดนซ์ 2 ชั้น 6 785/5 ซ.ศุนย์บันเทิงก -,,10240,กรุงเทพ,base.th,0-2733-3146,081-582-6450,,,base.res_partner_category_wholesaler,,
base.res_partner_cre-p054,base.res_partner_723,บริษัท โพลาร์ เว็บแอปพลิเคขั่น จำกัด,CRE-P054,TRUE,FALSE,TRUE,,Default,731 ชั้น 15 อาคาร พีเอ็ม ทาวเวอร์ ถ.ดินแดง,แขวงดินแดง เขตดินแดง,10400,กรุงเทพ,base.th,0-2640-2799,0-2642-9282-3,,,base.res_partner_category_wholesaler,,
base.res_partner_cre-p053,base.res_partner_724,บริษัท พงศวรรณค้าวัสดุภัณฑ์ จำกัด,CRE-P053,TRUE,FALSE,TRUE,,Default,60/60-4 หมู่ 5 ถ.เทพารักษ์,ต.บางพลีใหญ่ อ.บางพลี,10540,สมุทรปราการ,base.th,0-2385-5068-70,,,,base.res_partner_category_wholesaler,,
base.res_partner_cre-p052,base.res_partner_725,บริษัท ประพันธ์พลาสติก อินดัสตรี้ จำกัด,CRE-P052,TRUE,FALSE,TRUE,,Default,49-49/1-2 หมู่ 4 ซ.ทองดี ถ.กิ่งแก้ว,ต.ราชาเทวะ อ.บางพลี,10540,สมุทรปราการ,base.th,0-2750-3065-9,,,,base.res_partner_category_wholesaler,,
base.res_partner_cre-p051,base.res_partner_726,ห้างหุ้นส่วนจำกัด พี.เอ.อีเล็คทริค,CRE-P051,TRUE,FALSE,TRUE,,Default,407/33-34 หมู่ 5 ถ.ศรีนครินทร์,ต.สำโรงเหนือ อ.เมือง,10270,สมุทรปราการ,base.th,0-2385-7182,,,,base.res_partner_category_wholesaler,,
base.res_partner_cre-p049,base.res_partner_727,บริษัท โปรเฟรทเอ็กซ์เพรส จำกัด,CRE-P049,TRUE,FALSE,TRUE,,Default,87/59 อาคารโมเดอร์นทาวน์ ( เอกมัย 3 ) ถ.สุขุมวิท 63,แขวงคลองตันเหนือ เขตวัฒนา,10110,กรุงเทพ,base.th,0-2711-6111,,,,base.res_partner_category_wholesaler,,
base.res_partner_cre-p048,base.res_partner_728,บริษัท ไพลอต แอร์ คาร์โก้ จำกัด,CRE-P048,TRUE,FALSE,TRUE,,Default,2024/47-48 ซ.สุขุมวิท 50 ถ.ริมทางรถไฟสายปากน้ำ,แขวงพระโขนง เขตคลองเตย,10260,กรุงเทพ,base.th,0-2742-7999,,,,base.res_partner_category_wholesaler,,
base.res_partner_cre-p047,base.res_partner_729,บริษัท พี.เจ.เมททัลเฮ้าส์ (2000) จำกัด,CRE-P047,TRUE,FALSE,TRUE,,Default,12/1-2 หมู่ 10 ถ.เทพารักษ์,ต.บางปลา อ.บางพลี,10540,สมุทรปราการ,base.th,0-2312-1102,"0-23122413,0-27505485",,,base.res_partner_category_wholesaler,,
base.res_partner_cre-p046,base.res_partner_730,ห้างหุ้นส่วนจำกัด พันธุ์นราโลหะการ,CRE-P046,TRUE,FALSE,TRUE,,Default,218-220 ซ.พัฒนา 20 ถ.พัฒนาการ,แขวงสวนหลวง เขตสวนหลวง,10250,กรุงเทพ,base.th,0-2717-8814-6,,,,base.res_partner_category_wholesaler,,
base.res_partner_cre-p045,base.res_partner_731,ห้างหุ้นส่วนจำกัด พัชรทรัพย์เทรดดิ้ง,CRE-P045,TRUE,FALSE,TRUE,,Default,64/31 หมุ่ 4 -,ต.ลาดสวาย อ.ลำลูกกา,12150,ปทุมธานี,base.th,0-2998-6040,,,,base.res_partner_category_wholesaler,,
base.res_partner_cre-p044,base.res_partner_732,บริษัท พี แอนด์ เอส สเตนเลสสตีล เซ็นเตอร์ จำกัด,CRE-P044,TRUE,FALSE,TRUE,,Default,16 หมู่ 5 -,ต.บางแก้ว อ.บางพลี,10540,สมุทรปราการ,base.th,0-2753-7753,,,,base.res_partner_category_wholesaler,,
base.res_partner_cre-p042,base.res_partner_733,บริษัท โปรเฟรท อินเตอร์เนชั่นแนล จำกัด,CRE-P042,TRUE,FALSE,TRUE,,Default,87/90-91 อาคารโมเดอร์นทาวน์ ( เอกมัย 3 ) ถ.สุขุมวิท 63,แขวงคลองตันเหนือ เขตวัฒนา,10110,กรุงเทพ,base.th,0-2711-6111,,,,base.res_partner_category_wholesaler,,
base.res_partner_cre-p041,base.res_partner_734,บริษัท พี ซี เอ็กซ์เพรส โลจิสติกส์ จำกัด,CRE-P041,TRUE,FALSE,TRUE,,Default,429 ซ.วัดปรก 2 ถ.จันทน์,แขวงทุ่งวัดดอน เขตสาธร,10120,กรุงเทพ,base.th,0-2287-1104,,,,base.res_partner_category_wholesaler,,
base.res_partner_cre-p040,base.res_partner_735,หจก. พี.อี. โคตติ้ง ซัพพลาย,CRE-P040,TRUE,FALSE,TRUE,,Default,89/5 หมู่ 3 ซอย กำนันแม้น เอกชัย,แขวงบางขุนเทียน เขตจอมทอง,10150,กรุงเทพ,base.th,,,,,base.res_partner_category_wholesaler,,
base.res_partner_cre-p039,base.res_partner_736,บริษัท พีซี เมคเกอร์ จำกัด,CRE-P039,TRUE,FALSE,TRUE,,Default,อาคารพันธ์ทิพย์พลาซ่า 604/3 ถ.เพชรบุรี,แขวงถนนเพชรบุรี เขตราชเทวี,10400,กรุงเทพ,base.th,0-2252-9933,0-2252-5885,,,base.res_partner_category_wholesaler,,
base.res_partner_cre-p038,base.res_partner_737,บริษัท พี พี เซรามิค (ลี้คุนฮวด) จำกัด,CRE-P038,TRUE,FALSE,TRUE,,Default,9/17-20 หมู่ 5 ถ.ศรีนครินทร์,ต.สำโรงเหนือ อ.เมือง,10270,สมุทรปราการ,base.th,0-2385-7112-3,,,,base.res_partner_category_wholesaler,,
base.res_partner_cre-p037,base.res_partner_738,บริษัท เพิ่มชัยพาณิชย์ จำกัด,CRE-P037,TRUE,FALSE,TRUE,,Default,6/7-8 หมู่ 1 ซ.วัดหนามแดง ถ.ศรีนครินทร์,ต.บางแก้ว อ.บางพลี,10540,สมุทรปราการ,base.th,0-2383-3524-8,,,,base.res_partner_category_wholesaler,,
base.res_partner_cre-p036,base.res_partner_739,บริษัท พรพหรมเพิ่มพัฒนา 2002 จำกัด,CRE-P036,TRUE,FALSE,TRUE,,Default,72 ซ. 18 ถ.ท่าดินแดง,แขวงคลองสาน เขตคลองสาน,10600,กรุงเทพ,base.th,0-2438-2585,0-2439-5940,,,base.res_partner_category_wholesaler,,
base.res_partner_cre-p035,base.res_partner_740,ห้างหุ้นส่วนจำกัด พี.เอส.เอส. สตีลเซ็นเตอร์,CRE-P035,TRUE,FALSE,TRUE,,Default,309 หมู่ 3 ซ.วารีทวีทรัพย์ -,ต.บางโปรง อ.เมือง,10270,สมุทรปราการ,base.th,0-2383-0746-7,0-2383-0493-4,,,base.res_partner_category_wholesaler,,
base.res_partner_cre-p033,base.res_partner_741,บริษัท ผลทวีพรพลาสติก จำกัด,CRE-P033,TRUE,FALSE,TRUE,,Default,222/9 ถ.สายลวด,ต.ปากน้ำ อ.เมือง,10280,สมุทรปราการ,base.th,0-2701-2024,,,,base.res_partner_category_wholesaler,,
base.res_partner_cre-p032,base.res_partner_742,บริษัท เพชรทองธนา จำกัด,CRE-P032,TRUE,FALSE,TRUE,,Default,14 ถ.เสรี 6,แขวงสวนหลวง เขตสวนหลวง,10250,กรุงเทพ,base.th,0-2300-1922-3,0-2758-6306-8,,,base.res_partner_category_wholesaler,,
